row_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
df0aeac399dcccb,cat_2,cat_1,cat_1,cat_5,cat_1,cat_0,cat_0,cat_1,cat_0,1
df186866778e7b0,cat_2,cat_0,cat_0,cat_5,cat_0,cat_1,cat_3,cat_4,cat_1,1
df1ea4827c30e77,cat_2,cat_1,cat_1,,cat_0,cat_2,cat_3,cat_3,cat_1,1
df2c42de7ae906c,cat_0,cat_3,cat_1,cat_1,cat_1,cat_2,cat_0,cat_4,cat_1,0
df2d2f105012556,cat_1,cat_0,cat_0,cat_0,cat_0,cat_1,cat_3,cat_3,,1
df31fbc65e18281,cat_5,cat_3,cat_1,,cat_1,cat_2,cat_0,cat_3,,1
df369d25a726210,cat_3,cat_1,cat_1,cat_2,cat_0,cat_4,cat_3,cat_0,cat_1,1
df3d0a886d729e1,cat_1,,cat_0,,cat_0,cat_7,cat_3,cat_0,cat_1,0
df3e1e80a227c85,cat_1,cat_3,cat_1,cat_5,cat_2,cat_7,cat_3,cat_0,cat_1,1
df3f3826197ecb3,cat_2,,cat_1,cat_1,cat_2,cat_4,cat_3,cat_4,cat_1,0
df424c64a860eb0,cat_1,,cat_1,,cat_0,cat_2,cat_3,cat_1,cat_2,0
df45e483b0d0f15,cat_4,cat_0,cat_1,,cat_1,cat_2,cat_3,,cat_1,1
df475fc07597ab3,cat_1,cat_1,cat_1,,cat_0,cat_5,cat_3,cat_5,cat_1,0
df49fc495669196,cat_2,cat_0,cat_0,,cat_2,cat_1,cat_0,cat_0,cat_1,0
df4c147b0124fcc,cat_1,,cat_1,cat_1,cat_0,cat_3,cat_0,cat_3,cat_1,1
df57bb1b940e646,cat_4,,cat_0,cat_4,cat_0,cat_0,cat_3,,cat_1,1
df58ba62b9ee235,cat_5,cat_3,cat_1,cat_5,cat_2,cat_7,cat_3,cat_2,cat_0,1
df5a2d6633a9f55,cat_4,,cat_1,cat_2,cat_2,cat_6,cat_3,cat_4,cat_1,1
df5ffec353999d7,cat_0,cat_0,cat_0,,cat_0,cat_3,cat_3,cat_2,cat_1,1
df683b02d9ba11e,cat_2,,cat_1,cat_3,cat_0,cat_4,cat_0,cat_3,cat_2,0
df689d117ff7ab8,cat_1,cat_2,cat_0,,cat_1,cat_2,cat_3,cat_5,,0
df691977bca6ac1,cat_3,,cat_1,cat_0,cat_2,cat_7,cat_2,cat_5,cat_1,1
df6934f4c6e15b3,cat_3,,cat_1,,cat_2,cat_6,cat_3,cat_3,cat_0,0
df76e21a4b8843f,cat_2,cat_1,cat_1,,cat_2,cat_0,cat_4,,cat_0,0
df7a9ba37ada28d,cat_0,,cat_1,,cat_0,cat_2,cat_4,cat_2,cat_2,1
df82b3dbecc00db,cat_1,,cat_1,cat_0,cat_0,cat_2,cat_4,cat_3,cat_1,0
df86815b87118ff,cat_1,,cat_0,cat_1,cat_0,cat_2,cat_0,cat_0,cat_1,0
df8cc167f4cf8e1,cat_4,cat_1,cat_1,cat_0,cat_1,cat_0,cat_3,cat_4,cat_1,1
df9384231ec42a0,cat_4,,cat_1,cat_0,cat_1,cat_6,cat_3,cat_4,,1
df9cbd57d6ef458,cat_2,,cat_1,cat_4,cat_0,cat_0,cat_2,cat_5,cat_1,1
dfa0ac7f46b7d87,cat_1,cat_1,cat_1,cat_0,cat_1,cat_7,cat_3,cat_5,,1
dfa7a3a0c9c8a00,cat_1,,cat_1,cat_3,cat_1,cat_4,cat_0,cat_4,cat_1,0
dfac622749e6b8d,cat_1,cat_0,cat_0,,cat_0,cat_6,cat_4,cat_5,cat_2,0
dfad1e1ed93a3ad,cat_2,cat_1,cat_1,,cat_1,cat_0,cat_3,cat_1,cat_1,0
dfc5673bd5494fb,cat_2,cat_0,cat_1,,cat_1,cat_5,cat_3,cat_2,cat_2,1
dfc6bcba87673c6,,,cat_0,cat_1,cat_0,cat_0,cat_3,cat_4,cat_1,0
dfc7b1bd3fb6aea,cat_3,cat_3,cat_1,,cat_0,cat_2,cat_3,cat_5,cat_2,1
dfca5a2cc252148,cat_1,,cat_1,cat_4,cat_0,cat_3,cat_3,cat_2,cat_2,1
dfcbab779e78689,cat_3,,cat_1,cat_5,cat_2,cat_1,cat_3,cat_3,cat_1,0
dfcddc9300773d1,cat_2,,cat_1,cat_0,cat_2,cat_0,cat_3,cat_5,cat_1,1
dfd21d0cca6af03,cat_2,,cat_0,cat_0,cat_1,cat_0,cat_2,cat_3,cat_1,1
dfe3b8e215310aa,cat_3,,cat_1,cat_5,cat_0,cat_3,cat_3,cat_0,cat_2,0
dfe8038c742522f,cat_2,,cat_1,cat_2,cat_2,cat_1,cat_3,cat_1,,1
dff706cd8472080,,,cat_1,cat_3,cat_0,cat_3,cat_3,cat_3,cat_0,0
e0019695ea011e9,cat_1,cat_1,cat_0,,cat_0,cat_3,cat_3,cat_0,cat_1,1
e007d8d02ad9876,cat_2,cat_3,cat_1,cat_5,cat_2,cat_1,cat_2,cat_0,cat_1,1
e014f7e838bf1fa,cat_1,cat_3,cat_0,cat_2,cat_0,cat_7,cat_4,cat_5,cat_1,1
e015c8444c2a2e6,cat_2,cat_2,cat_0,,cat_1,cat_6,cat_3,cat_0,,0
e01ff9c3345c3bd,cat_4,,cat_0,,cat_1,cat_1,cat_3,cat_5,cat_1,1
e028b2bc7fddede,cat_2,,cat_0,cat_5,cat_2,cat_4,cat_0,cat_3,cat_2,0
e02d5f85dd08ec1,cat_3,,cat_1,cat_3,cat_2,cat_3,cat_4,cat_3,cat_0,0
e02da68941a9d2c,cat_2,cat_1,cat_1,cat_4,cat_1,cat_2,cat_3,,cat_2,1
e02fb589c6275b6,cat_0,,cat_1,,cat_1,cat_4,cat_3,,cat_1,0
e02fc6abcd0391a,cat_2,cat_2,cat_1,,cat_2,cat_7,cat_3,cat_3,cat_2,0
e0315cfcf22ef61,cat_3,,cat_1,cat_1,cat_2,cat_3,cat_3,cat_4,cat_2,0
e03afdeab9347d5,cat_1,cat_0,cat_0,,cat_0,cat_4,cat_2,cat_1,cat_1,1
e03fd835d0ef70e,cat_2,cat_1,cat_1,cat_1,cat_0,cat_4,cat_3,cat_5,cat_1,0
e041c3789fe7649,cat_3,,cat_1,cat_3,cat_2,cat_3,cat_2,cat_5,cat_1,0
e04a24b4f766277,cat_4,cat_3,cat_0,cat_1,cat_0,cat_5,cat_4,cat_3,cat_0,0
e055d0519c69e4d,cat_1,,cat_1,cat_0,cat_0,cat_3,cat_3,cat_4,cat_0,1
e05ef6f781bd29c,cat_0,cat_3,cat_1,,cat_0,cat_1,cat_2,cat_2,cat_2,1
e06049d084f7a89,cat_2,,cat_0,cat_4,cat_0,cat_2,cat_4,,cat_1,0
e0669defb435f29,cat_2,cat_1,cat_1,cat_1,cat_0,cat_0,cat_2,cat_1,cat_1,0
e06ac6e77e74009,cat_1,,cat_0,cat_2,cat_0,cat_3,cat_4,cat_3,cat_1,0
e06cd9b0600648c,cat_2,,cat_1,,cat_0,cat_2,cat_2,cat_4,cat_0,1
e070aea86ff5969,cat_1,cat_2,cat_0,cat_0,cat_0,cat_2,cat_0,cat_4,cat_1,1
e079549615d87b8,cat_3,cat_3,cat_0,,cat_0,cat_0,cat_0,,cat_1,0
e08939fb2018675,cat_1,,cat_0,cat_4,cat_0,cat_5,cat_4,cat_4,cat_1,0
e08cb8a3cb8720b,cat_2,cat_1,cat_1,,cat_2,cat_2,cat_3,cat_5,cat_1,1
e09098f70b63424,cat_2,,cat_0,,cat_0,cat_0,cat_4,cat_5,cat_1,1
e093ce8fa3f14fd,cat_4,cat_1,cat_1,,cat_1,cat_6,cat_3,,cat_0,0
e094ea526ca8147,cat_1,,cat_1,,cat_0,cat_6,cat_3,cat_5,cat_1,0
e09ed377f21fb57,cat_1,cat_3,cat_1,,cat_0,cat_3,cat_4,cat_2,cat_2,1
e09f64fc2374535,cat_2,,cat_0,,cat_0,cat_4,cat_4,cat_0,cat_1,1
e0a9d175fcbc390,cat_1,cat_0,cat_1,cat_0,cat_2,cat_2,cat_3,cat_2,cat_2,1
e0ac6885dc87ad0,cat_2,,cat_1,cat_0,cat_2,cat_0,cat_3,cat_3,cat_1,1
e0b5bd0a8b170e9,cat_0,,cat_1,,cat_2,cat_2,cat_0,cat_3,cat_1,0
e0c04f6af537d3c,cat_2,,cat_1,cat_3,cat_2,cat_2,cat_2,cat_4,cat_1,0
e0cbb190a7fa1ed,cat_2,cat_3,cat_0,cat_3,cat_0,cat_0,cat_2,cat_4,cat_2,0
e0d0f9a1bb0a613,cat_2,cat_1,cat_1,cat_5,cat_1,cat_0,cat_3,cat_3,cat_1,1
e0d69ddc4b8c432,cat_4,,cat_1,,cat_1,cat_4,cat_0,cat_1,,0
e0d84512060b2a5,cat_2,cat_1,cat_1,,cat_2,cat_0,cat_3,cat_0,cat_1,0
e0dadfa442d72a8,cat_2,,cat_1,cat_2,cat_2,cat_1,cat_3,cat_1,cat_1,1
e0db07d0c49456c,cat_1,cat_0,cat_1,,cat_0,cat_0,cat_0,,,0
e0e34f1a1cd33b8,cat_1,cat_2,cat_1,cat_2,cat_0,cat_5,cat_3,cat_0,cat_2,0
e0e6df220c49c24,cat_2,cat_1,cat_1,cat_3,cat_2,cat_3,cat_3,cat_5,cat_0,0
e0f1e0f4cce954b,cat_3,cat_0,cat_0,cat_1,cat_0,cat_7,cat_3,cat_3,cat_1,1
e0f6092fa457af5,cat_4,,cat_1,,cat_2,cat_3,cat_4,,cat_2,1
e10956d2c417f4a,cat_2,,cat_1,,cat_0,cat_0,cat_2,cat_1,,1
e10f2ae1f1bde6e,cat_1,,cat_0,cat_3,cat_0,cat_4,cat_2,cat_4,cat_1,0
e1130230fa3c1a3,cat_4,cat_1,cat_0,cat_1,cat_1,cat_0,cat_3,cat_1,cat_0,0
e113cb7f79ea689,cat_2,,cat_1,cat_3,cat_2,cat_5,cat_2,cat_0,cat_1,0
e116ccbbec10120,cat_2,,cat_0,cat_2,cat_0,cat_7,cat_3,cat_1,cat_1,1
e11e2c2eafeb89d,cat_1,,cat_1,,cat_2,cat_7,cat_3,cat_3,cat_1,1
e12700012ff7a42,cat_3,,cat_1,,cat_2,cat_1,cat_3,cat_1,cat_1,1
e12b3ac69878d47,cat_2,,cat_1,,cat_0,cat_0,cat_3,cat_3,cat_2,0
e12d1fc4d5d2ecc,cat_1,cat_2,cat_0,,cat_1,cat_2,cat_3,cat_3,cat_0,0
e1342befd0d3e91,cat_0,cat_2,cat_1,,cat_0,cat_5,cat_2,cat_3,cat_2,0
e139f667e4fc307,cat_1,cat_3,cat_1,cat_4,cat_0,cat_3,cat_2,,cat_2,0
e14013f9c23ee21,cat_4,,cat_1,,cat_2,cat_3,cat_2,cat_0,cat_1,0
e141f1a4430379d,cat_2,,cat_1,,cat_2,cat_2,cat_3,cat_2,cat_2,1
e146c9c4c249607,,cat_1,cat_1,,cat_0,cat_0,cat_3,cat_4,cat_0,1
e147d62cbf130b6,cat_2,cat_1,cat_1,,cat_1,cat_6,cat_3,cat_0,cat_1,0
e14e23a32f94e67,cat_4,cat_1,cat_1,cat_3,cat_1,cat_1,cat_2,cat_5,cat_0,0
e16755f51d06d66,cat_2,,cat_1,,cat_2,cat_2,cat_4,cat_0,cat_0,0
e16ced882bca7d9,,cat_0,cat_1,,cat_0,cat_4,cat_3,cat_0,,0
e177840e07a81e9,cat_3,cat_1,cat_1,cat_2,cat_0,cat_0,cat_2,,cat_1,1
e179a36aee739bb,cat_2,cat_0,cat_0,cat_0,cat_0,cat_0,cat_2,cat_3,cat_1,1
e182d5642849fef,cat_1,cat_3,cat_1,cat_0,cat_0,cat_6,cat_4,cat_3,cat_0,1
e1875747a69aa20,cat_2,cat_0,cat_1,,cat_0,cat_4,cat_2,cat_5,cat_0,0
e18a683fa0d4a06,cat_3,cat_1,cat_1,cat_2,cat_2,cat_5,cat_3,cat_0,cat_0,0
e18a75b304c0373,cat_2,cat_2,cat_0,cat_0,cat_0,cat_4,cat_3,cat_0,cat_2,1
e1914bdb7438ffe,cat_2,,cat_1,cat_0,cat_1,cat_0,cat_0,cat_5,cat_1,1
e194c73c428f555,,cat_2,cat_0,cat_2,cat_2,cat_6,cat_3,cat_1,cat_2,0
e194eba6c1015b3,cat_2,cat_3,cat_1,,cat_2,cat_7,cat_2,cat_1,cat_2,1
e1954ca34dc5db9,cat_2,cat_1,cat_1,cat_4,cat_2,cat_1,cat_3,cat_3,,1
e1a308dc43ccf61,cat_1,,cat_1,cat_0,cat_1,cat_3,cat_3,cat_2,cat_1,1
e1ade8685c69ee3,,,cat_1,cat_0,cat_2,cat_5,cat_3,cat_2,cat_2,1
e1b1757e0d1e0bf,cat_2,cat_0,cat_0,cat_3,cat_0,cat_5,cat_4,cat_4,cat_1,1
e1b3b3a049297e7,cat_4,,cat_1,,cat_0,cat_3,cat_0,cat_5,cat_2,1
e1b7ac261b6862f,cat_2,,cat_1,cat_1,cat_2,cat_0,cat_3,cat_4,cat_2,0
e1c06df3a5e3c2d,cat_4,,cat_1,cat_0,cat_1,cat_6,cat_3,cat_3,cat_1,1
e1c33fc017d0c11,,cat_0,cat_0,cat_3,cat_0,cat_3,cat_2,cat_5,cat_0,0
e1c50df2400fbd2,,cat_1,cat_1,,cat_1,cat_7,cat_3,cat_3,cat_1,1
e1c74aebe82cef9,cat_3,,cat_1,cat_5,cat_2,cat_1,cat_3,,cat_0,0
e1ce5cb862f7bc6,cat_2,,cat_0,,cat_0,cat_1,cat_0,cat_3,cat_1,0
e1ce79473872188,cat_1,cat_1,cat_1,,cat_0,cat_2,cat_3,cat_4,cat_1,1
e1d987269bf0e9f,cat_2,cat_0,cat_0,,cat_2,cat_1,cat_3,cat_1,cat_1,1
e1e1be7018a5d04,cat_3,cat_1,cat_1,,cat_2,cat_4,cat_4,cat_4,cat_1,0
e1f5b979bf4ca26,cat_3,cat_1,cat_1,,cat_1,cat_2,cat_2,cat_3,cat_1,1
e1faf1ce634a72f,cat_4,cat_2,cat_0,,cat_2,cat_3,cat_4,cat_1,cat_1,0
e1fdb6e46406792,,cat_1,cat_1,,cat_2,cat_6,cat_3,cat_5,cat_0,1
e21a14c73c650db,cat_2,cat_2,cat_1,,cat_0,cat_4,cat_4,cat_2,cat_2,1
e21b2099468c51b,cat_2,,cat_1,cat_4,cat_1,cat_0,cat_2,cat_1,cat_2,1
e22c4e6791dea15,cat_4,cat_1,cat_1,cat_2,cat_0,cat_5,cat_0,cat_2,cat_1,1
e23845c91357a81,cat_2,cat_3,cat_1,cat_4,cat_1,cat_4,cat_2,cat_0,cat_1,0
e23a3fd853cba31,,cat_1,cat_1,cat_0,cat_0,cat_2,cat_2,cat_4,cat_1,1
e243c4d8fe9154f,cat_2,cat_2,cat_1,,cat_1,cat_4,cat_2,cat_0,cat_1,1
e24c44dbb41a32e,cat_1,,cat_1,,cat_0,cat_1,cat_3,cat_4,cat_0,0
e24d5eb9f325515,cat_3,cat_1,cat_1,,cat_0,cat_6,cat_3,cat_5,cat_0,0
e254a6c8c351693,cat_1,,cat_1,cat_3,cat_0,cat_2,cat_2,,cat_2,0
e25f0213fb9c906,cat_3,,cat_1,,cat_2,cat_1,cat_3,cat_3,cat_1,0
e26501bc26e7734,cat_4,cat_2,cat_1,cat_2,cat_2,cat_0,cat_3,cat_1,cat_0,1
e2659748a29d2da,cat_3,cat_2,cat_1,,cat_0,cat_0,cat_0,cat_4,cat_1,0
e2672e35d6205a7,cat_1,,cat_1,cat_3,cat_1,cat_7,cat_0,cat_3,cat_1,0
e26a96acc4f411a,cat_0,cat_1,cat_1,,cat_2,cat_3,cat_2,cat_1,cat_0,1
e26ac1beb06b49e,cat_4,,cat_1,,cat_2,cat_1,cat_2,cat_3,cat_1,0
e274ed071b17b20,cat_1,,cat_1,,cat_0,cat_3,cat_3,cat_5,,0
e2818e20ad6d847,cat_1,,cat_1,cat_1,cat_0,cat_2,cat_4,cat_3,cat_1,1
e292ff5f6ef3c6d,cat_2,cat_1,cat_1,cat_1,cat_0,cat_4,cat_2,cat_0,cat_1,0
e29b0621a8df091,cat_2,cat_0,cat_0,,cat_2,cat_1,cat_3,cat_1,cat_1,0
e2a039b30a9e719,cat_2,cat_1,cat_1,,cat_2,cat_0,cat_3,cat_3,cat_0,0
e2a1ba1c382156e,cat_1,cat_2,cat_0,,cat_0,cat_6,cat_4,cat_5,cat_2,1
e2abfeee10a5bcc,cat_3,cat_3,cat_1,,cat_2,cat_6,cat_4,cat_5,cat_2,0
e2b447733207b81,cat_2,cat_2,cat_1,,cat_1,cat_5,cat_2,cat_4,cat_2,1
e2b706a90f1441a,cat_2,,cat_1,cat_0,cat_1,cat_0,cat_3,cat_4,,1
e2ba00111fa7f4d,cat_2,,cat_1,,cat_2,cat_5,cat_3,cat_0,cat_2,0
e2bda1bc697dd8e,cat_2,,cat_1,cat_2,cat_2,cat_0,cat_4,cat_4,cat_1,1
e2c664509628521,cat_2,,cat_1,cat_1,cat_2,cat_0,cat_3,cat_4,cat_1,0
e2c9bb947696d68,cat_2,cat_0,cat_1,cat_1,cat_2,cat_4,cat_2,cat_0,cat_1,0
e2cc9605bd45ce0,cat_2,cat_2,cat_1,cat_5,cat_0,cat_4,cat_4,cat_5,cat_1,1
e2d247f095144a4,cat_4,cat_3,cat_1,cat_3,cat_2,cat_6,cat_3,cat_1,cat_2,0
e2d7953f1caf152,,cat_2,cat_1,,cat_0,cat_2,cat_2,cat_0,cat_2,0
e2d873c7b342871,cat_1,,cat_1,,cat_0,cat_4,cat_3,cat_2,cat_1,0
e2d9aaca5337f28,cat_3,,cat_0,,cat_0,cat_2,cat_2,,cat_1,1
e2de1b2d99b866f,cat_4,cat_1,cat_1,,cat_1,cat_5,cat_4,cat_5,cat_0,0
e2df2e9cc0338e7,cat_1,cat_2,cat_1,,cat_0,cat_7,cat_3,,cat_1,1
e2eb1c8831c166f,cat_4,,cat_1,,cat_2,cat_2,cat_2,cat_5,cat_0,1
e2f493d7fc1b6fd,cat_1,cat_1,cat_1,cat_5,cat_0,cat_2,cat_2,cat_2,cat_0,0
e2f594c260f1864,cat_2,cat_1,cat_1,,cat_0,cat_2,cat_0,cat_0,cat_0,0
e2f6cbb40f9428c,cat_2,,cat_1,cat_3,cat_2,cat_5,cat_2,cat_0,cat_1,0
e2f78651e32d556,cat_4,cat_2,cat_1,cat_0,cat_1,cat_7,cat_0,cat_5,cat_1,1
e2fb1df042cd697,cat_2,,cat_1,cat_1,cat_2,cat_5,cat_4,cat_3,cat_2,0
e300baa03f38438,cat_3,,cat_0,cat_0,cat_2,cat_1,cat_2,cat_3,cat_1,0
e30addfc8554e9d,cat_4,cat_1,cat_0,,cat_1,cat_4,cat_0,cat_2,cat_2,0
e313243121c72c4,cat_1,,cat_1,cat_0,cat_2,cat_3,cat_3,cat_5,,1
e3140a74e5dcf89,cat_2,,cat_1,,cat_1,cat_0,cat_3,,cat_2,0
e3149736b17b73d,cat_1,cat_1,cat_1,cat_2,cat_0,cat_3,cat_3,cat_5,cat_0,1
e3178bbb358bfe5,cat_2,cat_3,cat_1,cat_2,cat_2,cat_4,cat_2,cat_1,cat_2,1
e31dbb14f9113f5,cat_2,cat_1,cat_1,cat_4,cat_2,cat_0,cat_3,cat_0,cat_2,1
e3308e4149f17fb,cat_2,cat_1,cat_1,cat_0,cat_1,cat_0,cat_3,cat_4,cat_1,1
e3382c93e959405,cat_1,cat_1,cat_1,,cat_0,cat_2,cat_2,cat_5,cat_1,0
e3399407c9d12fe,cat_5,cat_2,cat_1,cat_4,cat_1,cat_1,cat_3,cat_0,,1
e339cca5cca987d,cat_2,,cat_0,,cat_2,cat_1,cat_4,cat_0,cat_1,1
e33d0ea3f30fe38,,,cat_1,cat_5,cat_2,cat_5,cat_0,cat_4,cat_1,0
e33ea5ef942d8a3,cat_2,,cat_1,,cat_2,cat_4,cat_4,cat_4,cat_2,1
e340e6089f508ac,cat_2,cat_3,cat_1,cat_1,cat_2,cat_4,cat_2,cat_0,cat_2,0
e341602919d6e7b,cat_2,,cat_1,,cat_1,cat_0,cat_4,cat_4,cat_0,1
e342177df647d0a,cat_1,cat_1,cat_1,cat_1,cat_0,cat_2,cat_2,cat_4,cat_0,0
e352163107104fa,cat_4,cat_1,cat_0,cat_2,cat_1,cat_5,cat_3,,,1
e3528f4bda34649,cat_2,,cat_1,cat_0,cat_0,cat_0,cat_4,,cat_2,1
e355df296c29be4,cat_1,cat_3,cat_1,cat_3,cat_0,cat_7,cat_2,,cat_1,0
e3562dcc85f1093,cat_4,cat_3,cat_1,cat_5,cat_0,cat_2,cat_2,cat_4,cat_0,0
e35838d02747763,cat_2,cat_1,cat_1,cat_0,cat_2,cat_1,cat_3,,cat_1,1
e36700e73596101,cat_2,cat_3,cat_1,,cat_0,cat_4,cat_3,cat_2,cat_1,0
e36c84315eb5d1a,cat_2,cat_1,cat_1,,cat_2,cat_4,cat_3,,cat_1,0
e36e30ca55a15eb,cat_4,cat_1,cat_1,cat_1,cat_0,cat_2,cat_2,cat_4,cat_0,0
e3770e7d685df38,cat_2,cat_2,cat_0,,cat_0,cat_0,cat_3,cat_0,cat_1,0
e3771c15aa220d2,cat_1,cat_0,cat_0,cat_0,cat_0,cat_1,cat_2,cat_1,cat_1,1
e37d3f004caf3fc,cat_1,cat_0,cat_0,cat_0,cat_0,cat_2,cat_3,cat_0,cat_1,1
e38f8c68729d2a3,cat_2,,cat_1,,cat_0,cat_0,cat_0,cat_2,cat_1,1
e393ab224834642,cat_2,cat_3,cat_1,cat_3,cat_1,cat_0,cat_4,,cat_1,0
e394016f19325dc,cat_2,,cat_1,cat_2,cat_2,cat_3,cat_3,cat_2,,1
e397689a6bad0be,cat_4,,cat_0,cat_0,cat_2,cat_3,cat_4,cat_5,cat_1,1
e3a681fc0e09e98,cat_5,,cat_0,cat_1,cat_1,cat_5,cat_3,cat_3,cat_0,0
e3aeb826b1a915f,cat_5,cat_2,cat_0,cat_2,cat_2,cat_1,cat_3,cat_1,cat_1,0
e3c0f00bf6f1957,cat_3,cat_2,cat_1,,cat_0,cat_7,cat_2,cat_1,cat_0,1
e3c2435dc073824,cat_2,cat_0,cat_0,cat_2,cat_2,cat_2,cat_3,cat_5,cat_1,0
e3c4e67168a1fe0,cat_1,,cat_1,cat_3,cat_2,cat_5,cat_2,cat_1,cat_1,0
e3c57660f12a150,cat_1,,cat_1,cat_3,cat_0,cat_0,cat_3,cat_4,cat_0,0
e3c748160638ee8,cat_2,cat_1,cat_1,cat_3,cat_2,cat_0,cat_3,cat_4,cat_1,0
e3cb5dc109471dd,cat_4,,cat_1,cat_0,cat_2,cat_0,cat_4,cat_3,cat_2,1
e3d27558162787c,cat_4,cat_1,cat_0,cat_0,cat_1,cat_1,cat_2,,cat_0,1
e3da5de3b33dc20,cat_2,,cat_0,,cat_1,cat_0,cat_3,,cat_2,0
e3dc93b4d3399ea,cat_3,cat_0,cat_0,,cat_0,cat_1,cat_2,cat_0,cat_2,0
e3dd47748e16c23,cat_2,cat_1,cat_1,cat_4,cat_2,cat_0,cat_3,,cat_1,1
e3e1d7da3b0020c,cat_2,cat_3,cat_1,,cat_2,cat_3,cat_3,cat_5,cat_1,0
e3e1e7f5fe5d4f6,cat_5,cat_3,cat_0,cat_4,cat_2,cat_2,cat_3,cat_5,cat_1,1
e3e471b239b434d,cat_2,,cat_0,cat_0,cat_0,cat_0,cat_2,cat_2,cat_0,1
e3eb05ecae768ed,cat_4,,cat_0,cat_0,cat_2,cat_4,cat_2,cat_1,cat_1,1
e3ec9b0ac06dfb2,cat_2,cat_2,cat_1,cat_2,cat_2,cat_5,cat_0,cat_5,cat_0,0
e3ef405ff7ad391,cat_2,cat_1,cat_1,,cat_2,cat_4,cat_0,cat_2,,0
e3fa6bc3afc1988,cat_1,cat_1,cat_1,cat_1,cat_1,cat_4,cat_3,cat_2,cat_2,0
e40688b57bc1688,cat_0,,cat_1,,cat_2,cat_2,cat_3,cat_0,,1
e4089b403be06cc,cat_1,cat_2,cat_1,cat_4,cat_2,cat_3,cat_3,cat_3,cat_2,1
e40ea8f8b50fcb9,cat_2,cat_3,cat_0,,cat_1,cat_4,cat_3,cat_1,cat_1,0
e416d69899045cb,cat_2,,cat_1,cat_1,cat_1,cat_6,cat_2,cat_5,cat_0,0
e41793bd25ca27e,cat_4,cat_0,cat_0,,cat_1,cat_3,cat_2,cat_1,cat_0,1
e41b23270678a20,cat_1,cat_1,cat_1,,cat_0,cat_1,cat_2,cat_3,cat_1,0
e41ca6ec546721c,cat_1,,cat_1,,cat_0,cat_5,cat_3,cat_3,cat_2,1
e422d61d02fd310,cat_4,,cat_1,cat_0,cat_1,cat_3,cat_2,cat_4,cat_1,1
e422f3f6bd11ced,cat_3,cat_1,cat_1,cat_2,cat_2,cat_6,cat_3,cat_1,cat_1,0
e42ee5729270698,cat_2,cat_3,cat_1,,cat_2,cat_0,cat_0,cat_3,cat_1,1
e44036cc7b19593,cat_1,,cat_1,cat_0,cat_0,cat_0,cat_2,cat_5,cat_0,1
e442303597de00d,cat_2,,cat_1,,cat_0,cat_0,cat_3,cat_1,cat_1,0
e44b1a7c486a740,cat_2,cat_3,cat_0,,cat_0,cat_4,cat_3,cat_3,,0
e44e508aa6eb787,cat_3,cat_1,cat_1,,cat_0,cat_3,cat_3,cat_1,cat_1,1
e4582519a71e05b,cat_2,,cat_1,,cat_0,cat_4,cat_3,,cat_2,1
e468367056b5a55,cat_2,,cat_1,,cat_2,cat_2,cat_3,cat_4,cat_0,0
e46dc44033fd5a3,cat_1,cat_2,cat_1,cat_0,cat_0,cat_6,cat_2,cat_2,cat_0,1
e46ed4ae55c663c,cat_2,cat_3,cat_1,,cat_2,cat_4,cat_3,cat_5,cat_1,0
e4767eeb678ac6d,cat_2,,cat_1,cat_1,cat_0,cat_1,cat_4,cat_5,cat_0,0
e47ab649ee8a6a3,cat_2,,cat_1,cat_4,cat_0,cat_1,cat_0,cat_2,cat_0,0
e48195cef71e603,cat_2,cat_3,cat_1,cat_4,cat_2,cat_7,cat_2,cat_5,cat_1,1
e482b04d199596a,cat_4,,cat_1,,cat_2,cat_3,cat_3,cat_3,cat_0,1
e4868f1172652fd,cat_4,cat_3,cat_1,cat_0,cat_2,cat_6,cat_3,cat_1,,0
e488324c8171522,cat_2,cat_2,cat_0,,cat_0,cat_4,cat_2,cat_0,cat_1,1
e4899e35891fffd,cat_4,,cat_1,cat_2,cat_1,cat_3,cat_3,cat_5,,1
e489b4a9f5c6e99,cat_2,cat_1,cat_1,cat_4,cat_0,cat_1,cat_4,cat_0,cat_1,0
e48baad7e65a3c4,cat_2,cat_1,cat_1,cat_5,cat_0,cat_4,cat_3,cat_5,cat_2,0
e492ed231e3a0a4,cat_2,cat_3,cat_1,cat_3,cat_2,cat_0,cat_3,cat_0,cat_0,0
e4952e221eec76c,cat_3,cat_1,cat_1,,cat_0,cat_3,cat_4,cat_1,cat_2,0
e495d2848c2f8e5,cat_2,,cat_1,cat_0,cat_0,cat_1,cat_4,cat_5,cat_1,0
e4965c3faaecc25,cat_2,,cat_1,cat_3,cat_2,cat_3,cat_3,,cat_1,0
e498e653cf3aa66,cat_1,cat_1,cat_1,cat_1,cat_0,cat_5,cat_3,cat_5,cat_0,0
e49d3272e1f6a32,cat_2,,cat_1,cat_5,cat_1,cat_6,cat_2,cat_4,cat_1,0
e49fe9cd9160d91,cat_4,,cat_1,cat_5,cat_0,cat_0,cat_4,,cat_1,1
e4a30aa7e617266,cat_2,cat_0,cat_0,cat_5,cat_2,cat_6,cat_3,cat_5,cat_0,0
e4a7a3ab8be841e,cat_2,,cat_1,cat_1,cat_2,cat_5,cat_3,,cat_1,0
